
=======================
WikiArt Data Set Labels
=======================

This data set was created from paintings extracted from WikiArt.org.

Please refer to https://github.com/lucasdavid/wikiart for more information
or to report a bug.

contentId,url,artistName,lastNameFirst,image,wikipediaUrl,birthDay,deathDay,birthDayAsString,deathDayAsString
303748,"basuki-abdullah","Basuki Abdullah","Abdullah Basuki","https://uploads4.wikiart.org/temp/6e163062-3790-4766-8519-23c62efc0755.jpg","http://en.wikipedia.org/wiki/Basuki_Abdullah","/Date(-1733619600000)/","/Date(-61982758800000)/","25 January 1915","05 November 1993"
388659,"mher-abeghian","Mher Abeghian","Abeghian Mher Manukovich","https://uploads4.wikiart.org/temp/71aafc7c-a0bf-43b5-b53c-6eeaaab5539f.jpg","","/Date(-1924995600000)/","/Date(-62135596800000)/","1909","1994"
319357,"petre-abrudan","Petre Abrudan","Abrudan Petre","https://uploads4.wikiart.org/temp/a6ededef-547f-4519-a2b0-674abb851636.jpg","http://ro.wikipedia.org/wiki/Petre_Abrudan","/Date(-1988154000000)/","/Date(-62135596800000)/","1907","1979"
330343,"absalon","Absalon","Absalon","https://uploads4.wikiart.org/images/absalon.jpg!Portrait.jpg","","/Date(-189392400000)/","/Date(-62135596800000)/","1964","1993"
319333,"carla-accardi","Carla Accardi","Accardi Carla","https://uploads4.wikiart.org/temp/fecfcc05-531b-4dca-a242-24105288ffa9.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Carla_Accardi","/Date(-1427335200000)/","/Date(-62135596800000)/","09 October 1924",
337464,"vito-acconci","Vito Acconci","Acconci Vito","https://uploads0.wikiart.org/images/vito-acconci.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Vito_Acconci","/Date(-944787600000)/","/Date(-62135596800000)/","24 January 1940",
326772,"paul-ackerman","Paul Ackerman","Ackerman Paul","https://uploads4.wikiart.org/temp/889717b6-8d84-459e-ad53-3dd93b03152a.jpg!Portrait.jpg","","/Date(-1934157600000)/","/Date(-62135596800000)/","17 September 1908","1981"
324651,"norman-ackroyd","Norman Ackroyd","Ackroyd Norman","https://uploads4.wikiart.org/temp/5415d83e-9d3a-42f8-a44b-a50852877f30.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Norman_Ackroyd","/Date(-1009846800000)/","/Date(-62135596800000)/","1938",
306052,"nutzi-acontz","Nutzi Acontz","Acontz Nutzi","https://uploads4.wikiart.org/temp/629bd00a-671d-4c79-afa9-211fd9ddd8c0.jpg","http://ro.wikipedia.org/wiki/Nutzi_Acontz","/Date(-2370733200000)/","/Date(-61537194000000)/","16 November 1894","19 December 1957"
310069,"valerio-adami","Valerio Adami","Adami Valerio","https://uploads4.wikiart.org/temp/8c489e0e-e364-4e80-84bf-b7449968b4cb.jpg","http://en.wikipedia.org/wiki/Valerio_Adami","/Date(-1098061200000)/","/Date(-62135596800000)/","17 March 1935",
329835,"ansel-adams","Ansel Adams","Adams Ansel","https://uploads8.wikiart.org/images/ansel-adams.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ansel_Adams","/Date(-2141600400000)/","/Date(-61463325600000)/","20 February 1902","22 April 1984"
337462,"bas-jan-ader","Bas Jan Ader","Ader Bas Jan","https://uploads0.wikiart.org/images/bas-jan-ader.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Bas_Jan_Ader","/Date(-874288800000)/","/Date(-62135596800000)/","19 April 1942","1975"
324736,"jankel-adler","Jankel Adler","Adler Jankel","https://uploads4.wikiart.org/temp/eac44919-8c7f-4b3c-9755-ca47f2473656.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Jankel_Adler","/Date(-2348964000000)/","/Date(-61368372000000)/","26 July 1895","25 April 1949"
307501,"gosta-adrian-nilsson","Gosta Adrian-Nilsson","Adrian-Nilsson Gosta","https://uploads4.wikiart.org/temp/fd9fddcb-c1c4-4c1e-9902-fd16ef90004a.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/G%C3%B6sta_Adrian-Nilsson","/Date(-2705968800000)/","/Date(-61244474400000)/","02 April 1884","29 March 1965"
335715,"jef-aerosol","Jef Aerosol","Aerosol Jef","https://uploads8.wikiart.org/images/jef-aerosol.jpg!Portrait.jpg","http://fr.wikipedia.org/wiki/Jef_A%C3%A9rosol","/Date(-409021200000)/","/Date(-62135596800000)/","15 January 1957",
325038,"pieter-aertsen","Pieter Aertsen","Aertsen Pieter","http://cdnc.wikiart.org/zur/Global/Images/Global/FRAME-600x480.jpg","http://en.wikipedia.org/wiki/Pieter_Aertsen","/Date(-14579398800000)/","/Date(-62059312800000)/","1508","03 June 1575"
293106,"nadir-afonso","Nadir Afonso","Afonso Nadir","https://uploads0.wikiart.org/images/nadir-afonso.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Nadir_Afonso","/Date(-1548723600000)/","/Date(-62135596800000)/","04 December 1920",
313396,"afro","Afro","Afro","https://uploads4.wikiart.org/temp/e5a7aa58-dba9-4d89-9760-ebdc5a7b24bd.jpg","http://en.wikipedia.org/wiki/Afro_Basaldella","/Date(-1824944400000)/","/Date(-61392132000000)/","04 March 1912","24 July 1976"
295043,"yaacov-agam","Yaacov Agam","Agam Yaacov","https://uploads8.wikiart.org/images/yaacov-agam.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Yaacov_Agam","/Date(-1314151200000)/","/Date(-62135596800000)/","11 May 1928",
297787,"eileen-agar","Eileen Agar","Agar Eileen","https://uploads4.wikiart.org/temp/b57d3441-a898-4918-a102-9b90c23eb35a.jpg","http://en.wikipedia.org/wiki/Eileen_Agar","/Date(-2211670800000)/","/Date(-61603030800000)/","01 December 1899","17 November 1991"
366893,"stepan-aghajanian","Stepan Aghajanian","Aghajanian Stepan","https://uploads4.wikiart.org/temp/8c1bf3bf-b0c5-42f8-8534-ad0dfd4112b5.jpg!Portrait.jpg","https://ru.wikipedia.org/wiki/Агаджанян,_Степан_Меликсетович","/Date(-3346448400000)/","/Date(-61727014800000)/","16 December 1863","13 December 1940"
311368,"gilles-aillaud","Gilles Aillaud","Aillaud Gilles","https://uploads4.wikiart.org/temp/5884b62e-11a4-40e0-bbaa-b02a6ea9d6a7.jpg","http://en.wikipedia.org/wiki/Gilles_Aillaud","/Date(-1311991200000)/","/Date(-61402669200000)/","05 June 1928","24 March 2005"
195896,"ivan-aivazovsky","Ivan Aivazovsky","Aivazovsky Ivan","https://uploads3.wikiart.org/images/ivan-aivazovsky.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ivan_Aivazovsky","/Date(-4810154400000)/","/Date(-61998660000000)/","29 July 1817","05 May 1900"
307466,"roberto-aizenberg","Roberto Aizenberg","Aizenberg Roberto","https://uploads4.wikiart.org/temp/a9fa67f2-a4b0-4482-bf9b-614b781232ec.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Roberto_Aizenberg","/Date(-1494640800000)/","/Date(-61658326800000)/","22 August 1922","16 February 1996"
302078,"abdul-qader-al-raes","Abdul Qader Al Raes","Al Raes Abdul Qader","https://uploads4.wikiart.org/temp/2cfa37c3-bc14-4a81-aa0e-aeff26e05d2f.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Abdul_Qader_Al_Raes","/Date(-599619600000)/","/Date(-62135596800000)/","1951",
304268,"anni-albers","Anni Albers","Albers Anni","https://uploads4.wikiart.org/temp/f770e5f0-1106-47eb-bf9d-87247e6f259d.jpg","http://en.wikipedia.org/wiki/Anni_Albers","/Date(-2226535200000)/","/Date(-61872084000000)/","12 June 1899","09 May 1994"
283305,"josef-albers","Josef Albers","Albers Josef","https://uploads4.wikiart.org/temp/cf0acabe-15ec-4ee2-8f12-f7c47929a28c.jpg","http://en.wikipedia.org/wiki/Josef_Albers","/Date(-2580944400000)/","/Date(-61371046800000)/","19 March 1888","25 March 1976"
327996,"olga-albizu","Olga Albizu","Albizu Olga","https://uploads8.wikiart.org/images/olga-albizu.jpg","http://en.wikipedia.org/wiki/Olga_Albizu","/Date(-1451696400000)/","/Date(-61202311200000)/","1924","30 July 2005"
275003,"ivan-albright","Ivan Albright","Albright  Ivan","https://uploads4.wikiart.org/temp/313a14ac-eebe-4005-8496-6386eb9fc752.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ivan_Albright","/Date(-2299280400000)/","/Date(-61571408400000)/","20 February 1897","18 November 1983"
346801,"lita-albuquerque","Lita Albuquerque","Albuquerque Lita","https://uploads4.wikiart.org/temp/5c2286a4-9cb2-463e-9619-f7715fd2cc32.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Lita_Albuquerque","/Date(-757386000000)/","/Date(-62135596800000)/","1946",
285887,"pierre-alechinsky","Pierre Alechinsky","Alechinsky Pierre","https://uploads5.wikiart.org/images/pierre-alechinsky.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Pierre_Alechinsky","/Date(-1331863200000)/","/Date(-62135596800000)/","19 October 1927",
278527,"fyodor-alekseyev","Fyodor Alekseyev","Alekseyev Fyodor","https://uploads4.wikiart.org/images/fyodor-alekseyev.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Fyodor_Alekseyev","/Date(-6847808400000)/","/Date(-61415892000000)/","1753","23 October 1824"
328265,"leonardo-alenza","Leonardo Alenza","Alenza Leonardo","https://uploads3.wikiart.org/images/leonardo-alenza.jpg","http://en.wikipedia.org/wiki/Leonardo_Alenza","/Date(-5117130000000)/","/Date(-61204903200000)/","06 November 1807","30 June 1845"
367071,"alexander-bazhbeuk-melikyan","Alexander Bazhbeuk-Melikyan","Alexander Bazhbeuk-Melikyan","https://uploads4.wikiart.org/temp/39ef9330-efe4-4de4-ac7c-519dc3fee6f0.jpg","https://en.wikipedia.org/wiki/Alexander_Bazhbeuk-Melikyan","/Date(-2471133600000)/","/Date(-61518708000000)/","11 September 1891","20 July 1966"
334013,"peter-alexander","Peter Alexander","Alexander Peter","https://uploads4.wikiart.org/temp/2e1212d6-b3cf-4e01-b644-b46c136d89a9.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Peter_Alexander_%28artist%29","/Date(-973386000000)/","/Date(-62135596800000)/","27 February 1939",
290066,"hoca-ali-riza","Hoca Ali Riza","Ali Riza Hoca","https://uploads4.wikiart.org/temp/fdd3b75d-d31e-4dd2-b825-cf0e7b227291.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Hoca_Ali_R%C4%B1za","/Date(-3534368400000)/","/Date(-62135596800000)/","1858","1939"
363938,"alphonse-allais","Alphonse Allais","Allais Alphonse","https://uploads4.wikiart.org/temp/1da7d69b-9947-4f5e-9a41-96f2cd0bb8f3.jpg","https://en.wikipedia.org/wiki/Alphonse_Allais","/Date(-3635373600000)/","/Date(-61257607200000)/","20 October 1854","28 October 1905"
366666,"david-allan","David Allan","Allan David","https://uploads8.wikiart.org/images/david-allan.jpg","https://en.wikipedia.org/wiki/David_Allan_(painter)","/Date(-7128176400000)/","/Date(-61959088800000)/","13 February 1744","06 August 1796"
324847,"christian-wilhelm-allers","Christian Wilhelm Allers","Allers Christian Wilhelm","https://uploads3.wikiart.org/images/christian-wilhelm-allers.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Christian_Wilhelm_Allers","/Date(-3547159200000)/","/Date(-61542468000000)/","06 August 1857","19 October 1915"
284772,"jose-de-almada-negreiros","Jose de Almada-Negreiros","Almada-Negreiros Jose de","https://uploads3.wikiart.org/images/jose-de-almada-negreiros.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/José_de_Almada_Negreiros","/Date(-2421540000000)/","/Date(-61679584800000)/","07 April 1893","15 June 1970"
332911,"lara-almarcegui","Lara Almarcegui","Almarcegui Lara","https://uploads3.wikiart.org/images/lara-almarcegui.jpg!Portrait.jpg","http://es.wikipedia.org/wiki/Lara_Almarcegui","/Date(63068400000)/","/Date(-62135596800000)/","1972",
214440,"sir-lawrence-alma-tadema","Sir Lawrence Alma-Tadema","Alma-Tadema Lawrence","https://uploads8.wikiart.org/images/alma-tadema-lawrence.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Lawrence_Alma-Tadema","/Date(-4228074000000)/","/Date(-61363101600000)/","08 January 1836","25 June 1912"
330145,"helena-almeida","Helena Almeida","Almeida Helena","https://uploads2.wikiart.org/images/helena-almeida.jpg!Portrait.jpg","http://pt.wikipedia.org/wiki/Helena_Almeida","/Date(-1136077200000)/","/Date(-62135596800000)/","1934",
324647,"carlos-alonso","Carlos Alonso","Alonso, Carlos","https://uploads4.wikiart.org/temp/6dfdaf8a-7826-497d-9074-d99c4b33a9bf.jpg","http://en.wikipedia.org/wiki/Carlos_Alonso","/Date(-1290906000000)/","/Date(-62135596800000)/","04 February 1929",
253299,"rudolf-von-alt","Rudolf von Alt","Alt Rudolf von","https://uploads4.wikiart.org/temp/3205edd5-1b1d-4153-8534-86a5976b484e.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Rudolf_von_Alt","/Date(-4965328800000)/","/Date(-61782397200000)/","28 August 1812","12 March 1905"
269434,"ioannis-altamouras","Ioannis Altamouras","Altamouras Ioannis","https://uploads6.wikiart.org/images/ioannis-altamouras.jpg","http://en.wikipedia.org/wiki/Ioannis_Altamouras","/Date(-3723757200000)/","/Date(-62135596800000)/","1852","1878"
244582,"albrecht-altdorfer","Albrecht Altdorfer","Altdorfer Albrecht","https://uploads6.wikiart.org/images/albrecht-altdorfer.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Albrecht_Altdorfer","/Date(-15462925200000)/","/Date(-61784902800000)/","1480","12 February 1538"
249010,"nathan-altman","Nathan Altman","Altman Nathan","https://uploads4.wikiart.org/temp/a1c5976c-96f7-43e5-abd9-025ef480b282.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Nathan_Altman","/Date(-2525389200000)/","/Date(-61758637200000)/","22 December 1889","12 December 1970"
291676,"theodor-aman","Theodor Aman","Aman Theodor","https://uploads4.wikiart.org/temp/00cee6d0-561a-4e5b-b33d-35012f76983f.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Theodor_Aman","/Date(-4379706000000)/","/Date(-61547738400000)/","20 March 1831","19 August 1891"
284814,"tarsila-do-amaral","Tarsila do Amaral","Amaral Tarsila do","https://uploads5.wikiart.org/images/tarsila-do-amaral.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Tarsila_do_Amaral","/Date(-2629764000000)/","/Date(-61629296400000)/","01 September 1886","17 January 1973"
322837,"cuno-amiet","Cuno Amiet","Amiet Cuno","https://uploads4.wikiart.org/temp/81218b72-9dfa-4c5c-87d0-0d8dcd6ddb04.jpg","http://en.wikipedia.org/wiki/Cuno_Amiet","/Date(-3211318800000)/","/Date(-61961767200000)/","28 March 1868","06 July 1961"
312373,"edna-andrade","Edna Andrade","Andrade Edna","https://uploads4.wikiart.org/temp/77085a99-6651-4c7f-80cf-092307802546.jpg","http://en.wikipedia.org/wiki/Edna_Andrade","/Date(-1670461200000)/","/Date(-61621524000000)/","25 January 1917","17 April 2008"
259217,"carl-andre","Carl Andre","Andre Carl","https://uploads4.wikiart.org/temp/a91f5662-b59e-4892-ab45-c8a8ab89136c.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Carl_Andre","/Date(-1082253600000)/","/Date(-62135596800000)/","16 September 1935",
286103,"ion-andreescu","Ion Andreescu","Andreescu Ion","https://uploads4.wikiart.org/temp/2d25b771-e678-446c-b814-d171b31e06c8.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ion_Andreescu","/Date(-3782941200000)/","/Date(-61447514400000)/","15 February 1850","22 October 1882"
306445,"octav-angheluta","Octav Angheluta","Angheluta Octav","https://uploads4.wikiart.org/temp/5b04d21d-d4fa-4f53-8b14-089e6c041a2d.jpg","","/Date(-2072224800000)/","/Date(-62135596800000)/","03 May 1904","1979"
338849,"charles-angrand","Charles Angrand","Angrand Charles","https://uploads3.wikiart.org/images/charles-angrand.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Charles_Angrand","/Date(-3651271200000)/","/Date(-62127828000000)/","19 April 1854","01 April 1926"
312096,"sofonisba-anguissola","Sofonisba Anguissola","Anguissola Sofonisba","https://uploads4.wikiart.org/temp/246b065b-ea17-4b02-ab17-169aa3deb0e0.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Sofonisba_Anguissola","/Date(-13822016400000)/","/Date(-61634653200000)/","1532","16 November 1625"
322693,"albert-anker","Albert Anker","Anker Albert","https://uploads4.wikiart.org/temp/8f6deeba-dbfe-4fd0-a520-2603e700a3fb.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Albert_Anker","/Date(-4378672800000)/","/Date(-61645284000000)/","01 April 1831","16 July 1910"
259266,"jury-annenkov","Jury Annenkov","Annenkov Jury","https://uploads4.wikiart.org/temp/a4927f1d-5969-4058-a5c3-d0defb863e03.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Yury_Annenkov","/Date(-2538525600000)/","/Date(-61771860000000)/","23 July 1889","12 July 1974"
335617,"david-annesley","David Annesley","Annesley David","http://cdnc.wikiart.org/zur/Global/Images/Global/FRAME-600x480.jpg","","/Date(-1073005200000)/","/Date(-62135596800000)/","1936",
288678,"giovanni-anselmo","Giovanni Anselmo","Anselmo Giovanni","https://uploads4.wikiart.org/temp/3c23f402-ef2f-4ae5-b0b8-bbd7b6bd1652.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Giovanni_Anselmo","/Date(-1117418400000)/","/Date(-62135596800000)/","05 August 1934",
324844,"thomas-pollock-anshutz","Thomas Pollock Anshutz","Anshutz Thomas Pollock","https://uploads1.wikiart.org/images/thomas-pollock-anshutz.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Thomas_Pollock_Anshutz","/Date(-3731364000000)/","/Date(-61647876000000)/","05 October 1851","16 June 1912"
324754,"stephen-antonakos","Stephen Antonakos","Antonakos Stephen","https://uploads5.wikiart.org/images/stephen-antonakos.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Stephen_Antonakos","/Date(-1362272400000)/","/Date(-61610983200000)/","01 November 1926","17 August 2013"
259327,"aleksey-antropov","Aleksey Antropov","Antropov Aleksey","https://uploads4.wikiart.org/temp/931b6686-e89b-4b4d-b5e8-842a2079137c.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Aleksey_Antropov","/Date(-8008246800000)/","/Date(-61426432800000)/","25 March 1716","23 June 1795"
284577,"richard-anuszkiewicz","Richard Anuszkiewicz","Anuszkiewicz Richard","https://uploads4.wikiart.org/temp/e2cfa26e-3474-484f-a4f0-a4404d89d96a.jpg","http://en.wikipedia.org/wiki/Richard_Anuszkiewicz","/Date(-1250042400000)/","/Date(-62135596800000)/","23 May 1930",
292881,"karel-appel","Karel Appel","Appel Karel","https://uploads4.wikiart.org/temp/698245be-33c4-4302-85c0-89338e73144b.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Karel_Appel","/Date(-1536458400000)/","/Date(-62061991200000)/","25 April 1921","03 May 2006"
285675,"billy-apple","Billy Apple","Apple Billy","https://uploads8.wikiart.org/images/billy-apple.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Billy_Apple","/Date(-1073091600000)/","/Date(-62135596800000)/","31 December 1935",
290130,"anne-appleby","Anne Appleby","Appleby Anne","https://uploads4.wikiart.org/temp/30c55ce9-f1f1-4396-b958-6994cc4ab317.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Anne_Appleby","/Date(-504925200000)/","/Date(-62135596800000)/","1954",
377994,"james-archer","James Archer","Archer James","https://uploads0.wikiart.org/images/james-archer.jpg","https://en.wikipedia.org/wiki/James_Archer_(artist)","/Date(-4656621600000)/","/Date(-62051364000000)/","10 June 1822","03 September 1904"
258246,"olexandr-archipenko","Olexandr Archipenko","Archipenko Olexandr","https://uploads4.wikiart.org/temp/5acabdec-62f0-494e-adec-9a68dac04119.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Alexander_Archipenko","/Date(-2606349600000)/","/Date(-61373466000000)/","30 May 1887","25 February 1964"
184894,"giuseppe-arcimboldo","Giuseppe Arcimboldo","Arcimboldo Giuseppe","https://uploads3.wikiart.org/images/giuseppe-arcimboldo/self-portrait.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Giuseppe_Arcimboldo","/Date(-13979782800000)/","/Date(-62135596800000)/","1527","1593"
323100,"mordecai-ardon","Mordecai Ardon","Ardon Mordecai","https://uploads4.wikiart.org/temp/ecf9cb87-89c6-4120-802a-2b8406be3c01.jpg","http://en.wikipedia.org/wiki/Mordecai_Ardon","/Date(-2318464800000)/","/Date(-61584631200000)/","13 July 1896","18 June 1992"
330596,"antonio-areal","Antonio Areal","Areal Antonio","https://uploads1.wikiart.org/images/antonio-areal.jpg!Portrait.jpg","http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Areal","/Date(-1136077200000)/","/Date(-62135596800000)/","1934","1978"
320617,"rodolfo-arico","Rodolfo Arico","Arico Rodolfo","https://uploads1.wikiart.org/images/rodolfo-arico.jpg","http://it.wikipedia.org/wiki/Rodolfo_Aric%C3%B2","/Date(-1262307600000)/","/Date(-62135596800000)/","1930","2002"
323251,"avigdor-arikha","Avigdor Arikha","Arikha Avigdor","https://uploads2.wikiart.org/images/avigdor-arikha.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Avigdor_Arikha","/Date(-1283738400000)/","/Date(-61241796000000)/","28 April 1929","29 April 2010"
331623,"howard-arkley","Howard Arkley","Arkley Howard","https://uploads1.wikiart.org/images/howard-arkley.jpg","http://en.wikipedia.org/wiki/Howard_Arkley","/Date(-588909600000)/","/Date(-61455463200000)/","05 May 1951","22 July 1999"
306681,"arman","Arman","Arman","https://uploads4.wikiart.org/temp/d3da7f32-bfbe-4fa0-a3d5-b8d3d36862a8.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Arman","/Date(-1297731600000)/","/Date(-61447514400000)/","17 November 1928","22 October 2005"
337460,"john-armleder","John Armleder","Armleder John","https://uploads1.wikiart.org/images/john-armleder.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/John_Armleder","/Date(-694314000000)/","/Date(-62135596800000)/","1948",
320433,"rolf-amstrong","Rolf Amstrong","Armstrong Rolf","https://uploads4.wikiart.org/temp/689f66ca-4da9-4867-bf81-6c6507ca4297.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Rolf_Armstrong","/Date(-2546560800000)/","/Date(-61468419600000)/","21 April 1889","22 February 1960"
304308,"andre-pierre-arnal","Andre-Pierre Arnal","Arnal Andre-Pierre","https://uploads4.wikiart.org/temp/e7251b2c-b22d-4d59-8207-90e3929421ff.jpg","http://fr.wikipedia.org/wiki/Andr%C3%A9-Pierre_Arnal","/Date(-948157200000)/","/Date(-62135596800000)/","16 December 1939",
323511,"francois-arnal","Francois Arnal","Arnal Francois","https://uploads2.wikiart.org/images/francois-arnal.jpg","http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Arnal","/Date(-1427940000000)/","/Date(-61257607200000)/","02 October 1924","28 October 2012"
242964,"jean-arp","Jean Arp","Arp Jean","https://uploads4.wikiart.org/temp/8900d1b0-2a39-401b-ae37-60002ba97158.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Jean_Arp","/Date(-2628468000000)/","/Date(-61932736800000)/","16 September 1886","07 June 1966"
326139,"eduardo-arroyo","Eduardo Arroyo","Arroyo Eduardo","https://uploads4.wikiart.org/temp/151109ae-2ad8-4730-ab61-5e7f2f705fbb.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Eduardo_Arroyo","/Date(-1036544400000)/","/Date(-62135596800000)/","26 February 1937",
305105,"constantin-artachino","Constantin Artachino","Artachino Constantin","http://cdnc.wikiart.org/zur/Global/Images/Global/FRAME-600x480.jpg","http://ro.wikipedia.org/wiki/Constantin_Artachino","/Date(-3128893200000)/","/Date(-61879770000000)/","07 November 1870","09 February 1954"
301438,"richard-artschwager","Richard Artschwager","Artschwager Richard","https://uploads4.wikiart.org/temp/85e4e2c5-8b0a-4712-a0ae-695e1c0c1a4d.jpg","http://en.wikipedia.org/wiki/Richard_Artschwager","/Date(-1452214800000)/","/Date(-61879770000000)/","26 December 1923","09 February 2013"
